,N,trial_length
../DATA/processed/017post_trial34.csv,0,5.492
../DATA/processed/020post_trial55.csv,10,5.498
../DATA/processed/024pre_trial34.csv,21,5.488
../DATA/processed/013post_trial38.csv,4,5.498
../DATA/processed/024post_trial10.csv,12,5.492
../DATA/processed/001pre_trial49.csv,3,5.498
../DATA/processed/005pre_trial34.csv,8,5.488
../DATA/processed/012post_trial45.csv,7,5.498
../DATA/processed/021post_trial37.csv,7,5.49
../DATA/processed/015pre_trial12.csv,4,5.502
../DATA/processed/024post_trial32.csv,5,5.492
../DATA/processed/021pre_trial21.csv,7,5.496
../DATA/processed/017post_trial42.csv,2,5.498
../DATA/processed/005pre_trial2.csv,11,5.496
../DATA/processed/015post_trial58.csv,6,5.5
../DATA/processed/013pre_trial2.csv,4,5.492
../DATA/processed/009pre_trial13.csv,6,5.498
../DATA/processed/007pre_trial36.csv,8,5.492
../DATA/processed/025post_trial58.csv,10,5.486
../DATA/processed/025pre_trial46.csv,10,5.498
../DATA/processed/005post_trial55.csv,15,5.496
../DATA/processed/009pre_trial30.csv,1,5.49
../DATA/processed/021pre_trial35.csv,7,5.5
../DATA/processed/016pre_trial27.csv,5,5.498
../DATA/processed/023post_trial27.csv,14,5.496
../DATA/processed/003pre_trial33.csv,4,5.492
../DATA/processed/017pre_trial46.csv,12,5.494
../DATA/processed/006pre_trial33.csv,5,5.498
../DATA/processed/005pre_trial58.csv,24,5.5
../DATA/processed/019post_trial41.csv,7,5.488
../DATA/processed/023pre_trial4.csv,7,5.488
../DATA/processed/019pre_trial11.csv,10,5.498
../DATA/processed/023pre_trial22.csv,6,5.5
../DATA/processed/009post_trial39.csv,15,5.49
../DATA/processed/002pre_trial29.csv,6,5.5
../DATA/processed/009pre_trial12.csv,8,5.49
../DATA/processed/006pre_trial3.csv,9,5.496
../DATA/processed/003post_trial11.csv,2,5.498
../DATA/processed/020post_trial23.csv,8,5.492
../DATA/processed/004pre_trial1.csv,5,5.492
../DATA/processed/026post_trial32.csv,7,5.496
../DATA/processed/017pre_trial48.csv,4,5.49
../DATA/processed/020pre_trial36.csv,8,5.498
../DATA/processed/017pre_trial19.csv,2,5.5
../DATA/processed/020post_trial40.csv,1,5.492
../DATA/processed/025post_trial7.csv,11,5.492
../DATA/processed/025pre_trial53.csv,22,5.492
../DATA/processed/026post_trial8.csv,4,5.494
../DATA/processed/026pre_trial31.csv,10,5.494
../DATA/processed/019pre_trial54.csv,23,5.5
../DATA/processed/014pre_trial54.csv,5,5.494
../DATA/processed/009post_trial11.csv,5,5.496
../DATA/processed/002post_trial27.csv,4,5.498
../DATA/processed/015post_trial51.csv,13,5.5
../DATA/processed/022post_trial10.csv,3,5.498
../DATA/processed/026post_trial16.csv,7,5.494
../DATA/processed/024post_trial51.csv,13,5.488
../DATA/processed/009post_trial1.csv,2,5.492
../DATA/processed/026post_trial55.csv,4,5.492
../DATA/processed/007post_trial56.csv,6,5.498
../DATA/processed/009pre_trial2.csv,3,5.492
../DATA/processed/008post_trial42.csv,5,5.5
../DATA/processed/023post_trial55.csv,5,5.498
../DATA/processed/016post_trial55.csv,2,5.496
../DATA/processed/021post_trial11.csv,12,5.49
../DATA/processed/014post_trial59.csv,2,5.496
../DATA/processed/009post_trial3.csv,2,5.494
../DATA/processed/012post_trial0.csv,2,5.494
../DATA/processed/020post_trial22.csv,13,5.488
../DATA/processed/015post_trial0.csv,15,5.494
../DATA/processed/001post_trial49.csv,5,5.494
../DATA/processed/014post_trial37.csv,3,5.488
../DATA/processed/001pre_trial58.csv,9,5.492
../DATA/processed/021post_trial13.csv,5,5.5
../DATA/processed/023post_trial26.csv,12,5.496
../DATA/processed/003pre_trial41.csv,3,5.5
../DATA/processed/021post_trial55.csv,7,5.494
../DATA/processed/002pre_trial59.csv,4,5.49
../DATA/processed/005pre_trial25.csv,12,5.5
../DATA/processed/014pre_trial14.csv,9,5.5
../DATA/processed/020pre_trial42.csv,11,5.488
../DATA/processed/004pre_trial22.csv,2,5.49
../DATA/processed/012post_trial27.csv,9,5.498
../DATA/processed/022pre_trial8.csv,10,5.492
../DATA/processed/003post_trial28.csv,3,5.492
../DATA/processed/008post_trial13.csv,4,5.502
../DATA/processed/005pre_trial8.csv,14,5.49
../DATA/processed/020pre_trial53.csv,12,5.488
../DATA/processed/005pre_trial9.csv,13,5.494
../DATA/processed/008post_trial17.csv,4,5.498
../DATA/processed/001post_trial16.csv,4,5.498
../DATA/processed/016pre_trial42.csv,3,5.486
../DATA/processed/015post_trial54.csv,11,5.494
../DATA/processed/002post_trial55.csv,9,5.488
../DATA/processed/001pre_trial42.csv,3,5.49
../DATA/processed/017post_trial21.csv,6,5.492
../DATA/processed/022post_trial20.csv,7,5.494
../DATA/processed/024post_trial41.csv,6,5.496
../DATA/processed/002post_trial36.csv,8,5.492
../DATA/processed/014pre_trial10.csv,5,5.488
../DATA/processed/013post_trial39.csv,4,5.5
../DATA/processed/026post_trial5.csv,8,5.498
../DATA/processed/026post_trial6.csv,4,5.488
../DATA/processed/019post_trial31.csv,6,5.488
../DATA/processed/013post_trial43.csv,3,5.502
../DATA/processed/006pre_trial30.csv,4,5.5
../DATA/processed/024pre_trial10.csv,17,5.492
../DATA/processed/024post_trial45.csv,11,5.492
../DATA/processed/017pre_trial59.csv,2,5.49
../DATA/processed/025post_trial24.csv,9,5.49
../DATA/processed/024post_trial26.csv,15,5.49
../DATA/processed/002post_trial29.csv,9,5.496
../DATA/processed/006pre_trial40.csv,6,5.494
../DATA/processed/020post_trial46.csv,8,5.496
../DATA/processed/013pre_trial13.csv,3,5.498
../DATA/processed/013post_trial1.csv,4,5.5
../DATA/processed/005pre_trial29.csv,15,5.492
../DATA/processed/002post_trial6.csv,6,5.496
../DATA/processed/014pre_trial30.csv,3,5.496
../DATA/processed/017post_trial7.csv,4,5.5
../DATA/processed/021pre_trial32.csv,14,5.498
../DATA/processed/021pre_trial49.csv,4,5.492
../DATA/processed/002post_trial52.csv,8,5.502
../DATA/processed/008post_trial4.csv,9,5.49
../DATA/processed/004post_trial51.csv,8,5.49
../DATA/processed/015post_trial42.csv,13,5.498
../DATA/processed/017pre_trial7.csv,3,5.496
../DATA/processed/009pre_trial54.csv,9,5.492
../DATA/processed/015post_trial8.csv,2,5.49
../DATA/processed/004post_trial33.csv,6,5.498
../DATA/processed/025post_trial4.csv,6,5.49
../DATA/processed/023post_trial22.csv,7,5.496
../DATA/processed/004pre_trial18.csv,2,5.492
../DATA/processed/016pre_trial37.csv,2,5.494
../DATA/processed/013post_trial52.csv,3,5.49
../DATA/processed/026pre_trial24.csv,1,5.492
../DATA/processed/022pre_trial11.csv,15,5.5
../DATA/processed/025post_trial16.csv,9,5.496
../DATA/processed/003pre_trial23.csv,5,5.488
../DATA/processed/017post_trial48.csv,1,5.488
../DATA/processed/005post_trial39.csv,18,5.492
../DATA/processed/017post_trial44.csv,1,5.49
../DATA/processed/003post_trial19.csv,3,5.488
../DATA/processed/021post_trial28.csv,5,5.488
../DATA/processed/005pre_trial22.csv,15,5.494
../DATA/processed/023post_trial50.csv,9,5.502
../DATA/processed/007pre_trial8.csv,11,5.49
../DATA/processed/008pre_trial43.csv,8,5.488
../DATA/processed/025post_trial57.csv,7,5.502
../DATA/processed/006pre_trial32.csv,7,5.494
../DATA/processed/022pre_trial37.csv,13,5.498
../DATA/processed/012post_trial57.csv,10,5.5
../DATA/processed/014pre_trial6.csv,10,5.494
../DATA/processed/001post_trial7.csv,7,5.492
../DATA/processed/023post_trial3.csv,10,5.5
../DATA/processed/026pre_trial23.csv,2,5.5
../DATA/processed/021pre_trial25.csv,6,5.496
../DATA/processed/021post_trial54.csv,6,5.5
../DATA/processed/014pre_trial55.csv,9,5.494
../DATA/processed/012post_trial46.csv,11,5.5
../DATA/processed/020pre_trial23.csv,16,5.488
../DATA/processed/024post_trial2.csv,6,5.496
../DATA/processed/007post_trial34.csv,7,5.5
../DATA/processed/020pre_trial0.csv,8,5.498
../DATA/processed/016post_trial41.csv,2,5.492
../DATA/processed/006pre_trial26.csv,10,5.5
../DATA/processed/004post_trial27.csv,6,5.496
../DATA/processed/009pre_trial7.csv,7,5.494
../DATA/processed/008pre_trial25.csv,10,5.488
../DATA/processed/021pre_trial19.csv,3,5.5
../DATA/processed/008pre_trial20.csv,11,5.494
../DATA/processed/014pre_trial35.csv,3,5.492
../DATA/processed/014pre_trial25.csv,4,5.488
../DATA/processed/021pre_trial40.csv,6,5.5
../DATA/processed/004pre_trial44.csv,0,5.492
../DATA/processed/007pre_trial12.csv,3,5.498
../DATA/processed/002post_trial48.csv,4,5.488
../DATA/processed/020pre_trial43.csv,8,5.494
../DATA/processed/006post_trial24.csv,0,5.49
../DATA/processed/013pre_trial48.csv,5,5.492
../DATA/processed/014pre_trial21.csv,7,5.498
../DATA/processed/004post_trial22.csv,7,5.5
../DATA/processed/008post_trial23.csv,8,5.494
../DATA/processed/008post_trial7.csv,6,5.488
../DATA/processed/022pre_trial30.csv,10,5.488
../DATA/processed/021pre_trial46.csv,5,5.5
../DATA/processed/017pre_trial18.csv,3,5.492
../DATA/processed/019post_trial51.csv,9,5.488
../DATA/processed/021post_trial49.csv,6,5.498
../DATA/processed/019post_trial11.csv,8,5.49
../DATA/processed/017post_trial18.csv,9,5.488
../DATA/processed/009pre_trial36.csv,6,5.5
../DATA/processed/001pre_trial11.csv,11,5.49
../DATA/processed/003post_trial38.csv,2,5.496
../DATA/processed/020pre_trial44.csv,10,5.492
../DATA/processed/003post_trial36.csv,3,5.494
../DATA/processed/007post_trial49.csv,11,5.5
../DATA/processed/015pre_trial33.csv,5,5.486
../DATA/processed/019post_trial57.csv,10,5.488
../DATA/processed/013post_trial58.csv,4,5.488
../DATA/processed/020pre_trial5.csv,11,5.49
../DATA/processed/003post_trial52.csv,2,5.492
../DATA/processed/026pre_trial40.csv,4,5.502
../DATA/processed/014post_trial36.csv,5,5.494
../DATA/processed/003pre_trial44.csv,3,5.5
../DATA/processed/017post_trial54.csv,2,5.494
../DATA/processed/012post_trial21.csv,8,5.496
../DATA/processed/006post_trial0.csv,2,5.488
../DATA/processed/013post_trial47.csv,2,5.488
../DATA/processed/005post_trial27.csv,12,5.5
../DATA/processed/009pre_trial52.csv,11,5.494
../DATA/processed/004pre_trial0.csv,4,5.49
../DATA/processed/007pre_trial7.csv,5,5.492
../DATA/processed/004post_trial55.csv,11,5.502
../DATA/processed/025pre_trial49.csv,6,5.492
../DATA/processed/020post_trial17.csv,8,5.496
../DATA/processed/019post_trial36.csv,12,5.5
../DATA/processed/015post_trial39.csv,2,5.498
../DATA/processed/005pre_trial13.csv,16,5.49
../DATA/processed/022post_trial56.csv,6,5.5
../DATA/processed/013pre_trial9.csv,3,5.494
../DATA/processed/009post_trial26.csv,6,5.5
../DATA/processed/005post_trial22.csv,10,5.496
../DATA/processed/022pre_trial32.csv,10,5.502
../DATA/processed/004pre_trial53.csv,12,5.498
../DATA/processed/009post_trial32.csv,4,5.5
../DATA/processed/014pre_trial40.csv,8,5.492
../DATA/processed/025pre_trial1.csv,7,5.5
../DATA/processed/007post_trial46.csv,8,5.486
../DATA/processed/021pre_trial54.csv,5,5.496
../DATA/processed/024post_trial49.csv,11,5.498
../DATA/processed/007pre_trial3.csv,5,5.494
../DATA/processed/021post_trial59.csv,7,5.494
../DATA/processed/020post_trial14.csv,13,5.494
../DATA/processed/019pre_trial27.csv,13,5.492
../DATA/processed/013pre_trial27.csv,4,5.498
../DATA/processed/008pre_trial28.csv,9,5.496
../DATA/processed/019pre_trial56.csv,9,5.5
../DATA/processed/024pre_trial27.csv,3,5.5
../DATA/processed/022pre_trial29.csv,19,5.492
../DATA/processed/019post_trial15.csv,7,5.49
../DATA/processed/024post_trial3.csv,9,5.5
../DATA/processed/015pre_trial0.csv,3,5.494
../DATA/processed/004post_trial12.csv,5,5.494
../DATA/processed/022pre_trial24.csv,15,5.494
../DATA/processed/009pre_trial56.csv,8,5.49
../DATA/processed/002post_trial26.csv,8,5.498
../DATA/processed/002post_trial4.csv,6,5.486
../DATA/processed/013pre_trial54.csv,2,5.488
../DATA/processed/013pre_trial30.csv,4,5.498
../DATA/processed/008pre_trial59.csv,8,5.492
../DATA/processed/025pre_trial44.csv,8,5.5
../DATA/processed/003post_trial24.csv,1,5.488
../DATA/processed/024post_trial25.csv,11,5.5
../DATA/processed/020post_trial47.csv,8,5.496
../DATA/processed/013post_trial3.csv,2,5.498
../DATA/processed/024post_trial18.csv,18,5.49
../DATA/processed/004post_trial24.csv,12,5.492
../DATA/processed/014pre_trial51.csv,11,5.492
../DATA/processed/024pre_trial25.csv,20,5.49
../DATA/processed/015pre_trial7.csv,7,5.49
../DATA/processed/020pre_trial12.csv,16,5.5
../DATA/processed/009pre_trial5.csv,7,5.498
../DATA/processed/024pre_trial29.csv,13,5.5
../DATA/processed/006pre_trial41.csv,7,5.492
../DATA/processed/001post_trial40.csv,3,5.486
../DATA/processed/019post_trial50.csv,6,5.5
../DATA/processed/020pre_trial10.csv,13,5.498
../DATA/processed/001post_trial11.csv,2,5.5
../DATA/processed/009post_trial28.csv,3,5.488
../DATA/processed/015pre_trial43.csv,5,5.498
../DATA/processed/020post_trial3.csv,7,5.496
../DATA/processed/025pre_trial24.csv,4,5.5
../DATA/processed/004post_trial19.csv,10,5.498
../DATA/processed/001post_trial31.csv,3,5.492
../DATA/processed/025pre_trial25.csv,5,5.5
../DATA/processed/013pre_trial53.csv,2,5.492
../DATA/processed/026post_trial18.csv,6,5.496
../DATA/processed/025pre_trial26.csv,10,5.5
../DATA/processed/016pre_trial10.csv,5,5.496
../DATA/processed/016pre_trial45.csv,6,5.496
../DATA/processed/017pre_trial1.csv,2,5.488
../DATA/processed/007post_trial22.csv,3,5.5
../DATA/processed/019pre_trial52.csv,15,5.49
../DATA/processed/015pre_trial11.csv,7,5.498
../DATA/processed/005pre_trial56.csv,15,5.5
../DATA/processed/015pre_trial45.csv,16,5.49
../DATA/processed/005pre_trial19.csv,17,5.49
../DATA/processed/019post_trial24.csv,5,5.494
../DATA/processed/002post_trial8.csv,6,5.5
../DATA/processed/009post_trial14.csv,8,5.492
../DATA/processed/016pre_trial7.csv,4,5.488
../DATA/processed/008pre_trial37.csv,10,5.492
../DATA/processed/017post_trial47.csv,2,5.5
../DATA/processed/002pre_trial50.csv,6,5.49
../DATA/processed/012post_trial31.csv,7,5.486
../DATA/processed/003post_trial2.csv,2,5.496
../DATA/processed/017pre_trial0.csv,4,5.5
../DATA/processed/024pre_trial44.csv,10,5.5
../DATA/processed/003post_trial33.csv,4,5.494
../DATA/processed/012post_trial23.csv,7,5.494
../DATA/processed/013post_trial59.csv,5,5.498
../DATA/processed/019pre_trial2.csv,8,5.498
../DATA/processed/022pre_trial59.csv,14,5.494
../DATA/processed/023pre_trial9.csv,6,5.5
../DATA/processed/017pre_trial3.csv,3,5.498
../DATA/processed/014pre_trial56.csv,5,5.494
../DATA/processed/014post_trial23.csv,6,5.496
../DATA/processed/001post_trial26.csv,3,5.502
../DATA/processed/016pre_trial48.csv,4,5.496
../DATA/processed/013post_trial21.csv,2,5.5
../DATA/processed/008pre_trial42.csv,11,5.5
../DATA/processed/022pre_trial20.csv,10,5.498
../DATA/processed/022pre_trial55.csv,20,5.496
../DATA/processed/014post_trial57.csv,6,5.498
../DATA/processed/021pre_trial47.csv,12,5.5
../DATA/processed/012post_trial40.csv,10,5.494
../DATA/processed/022pre_trial13.csv,10,5.496
../DATA/processed/014post_trial53.csv,8,5.49
../DATA/processed/026pre_trial18.csv,4,5.5
../DATA/processed/019post_trial3.csv,4,5.5
../DATA/processed/026post_trial23.csv,5,5.5
../DATA/processed/009post_trial31.csv,2,5.488
../DATA/processed/009pre_trial15.csv,4,5.488
../DATA/processed/005pre_trial17.csv,15,5.496
../DATA/processed/002post_trial11.csv,5,5.498
../DATA/processed/014pre_trial20.csv,7,5.498
../DATA/processed/003pre_trial0.csv,3,5.5
../DATA/processed/015post_trial36.csv,9,5.49
../DATA/processed/026pre_trial56.csv,10,5.5
../DATA/processed/006post_trial41.csv,8,5.496
../DATA/processed/002post_trial24.csv,3,5.488
../DATA/processed/024post_trial50.csv,10,5.498
../DATA/processed/023post_trial37.csv,11,5.488
../DATA/processed/005post_trial17.csv,8,5.494
../DATA/processed/005post_trial37.csv,10,5.498
../DATA/processed/019post_trial55.csv,8,5.5
../DATA/processed/016post_trial17.csv,2,5.498
../DATA/processed/022post_trial35.csv,14,5.498
../DATA/processed/015pre_trial8.csv,5,5.502
../DATA/processed/008post_trial48.csv,6,5.498
../DATA/processed/006post_trial17.csv,9,5.496
../DATA/processed/026post_trial44.csv,4,5.486
../DATA/processed/013pre_trial14.csv,6,5.488
../DATA/processed/012post_trial28.csv,6,5.494
../DATA/processed/006post_trial28.csv,4,5.496
../DATA/processed/006post_trial7.csv,5,5.498
../DATA/processed/014pre_trial39.csv,7,5.492
../DATA/processed/005post_trial14.csv,11,5.49
../DATA/processed/014post_trial1.csv,5,5.49
../DATA/processed/022pre_trial33.csv,14,5.5
../DATA/processed/024pre_trial57.csv,6,5.488
../DATA/processed/001pre_trial55.csv,5,5.498
../DATA/processed/026post_trial29.csv,6,5.498
../DATA/processed/021pre_trial52.csv,4,5.498
../DATA/processed/021post_trial2.csv,8,5.492
../DATA/processed/024post_trial47.csv,11,5.496
../DATA/processed/013post_trial56.csv,2,5.5
../DATA/processed/015post_trial15.csv,6,5.5
../DATA/processed/001pre_trial22.csv,9,5.5
../DATA/processed/019pre_trial12.csv,6,5.498
../DATA/processed/007pre_trial24.csv,10,5.488
../DATA/processed/014pre_trial18.csv,7,5.49
../DATA/processed/020pre_trial28.csv,6,5.494
../DATA/processed/006pre_trial12.csv,7,5.5
../DATA/processed/017pre_trial34.csv,2,5.494
../DATA/processed/025post_trial29.csv,15,5.492
../DATA/processed/007pre_trial29.csv,5,5.492
../DATA/processed/005post_trial56.csv,17,5.49
../DATA/processed/001post_trial0.csv,4,5.488
../DATA/processed/021post_trial6.csv,6,5.494
../DATA/processed/001pre_trial5.csv,7,5.5
../DATA/processed/014post_trial47.csv,5,5.488
../DATA/processed/016pre_trial52.csv,4,5.502
../DATA/processed/009post_trial24.csv,6,5.488
../DATA/processed/021pre_trial6.csv,10,5.5
../DATA/processed/014pre_trial34.csv,8,5.494
../DATA/processed/005post_trial0.csv,7,5.49
../DATA/processed/008post_trial9.csv,4,5.494
../DATA/processed/015pre_trial47.csv,16,5.5
../DATA/processed/022pre_trial58.csv,16,5.488
../DATA/processed/026pre_trial13.csv,10,5.5
../DATA/processed/016pre_trial51.csv,6,5.49
../DATA/processed/021pre_trial51.csv,6,5.5
../DATA/processed/017pre_trial33.csv,5,5.498
../DATA/processed/014pre_trial29.csv,11,5.494
../DATA/processed/009post_trial43.csv,8,5.498
../DATA/processed/017pre_trial2.csv,5,5.498
../DATA/processed/004pre_trial9.csv,0,5.492
../DATA/processed/012post_trial5.csv,5,5.5
../DATA/processed/004pre_trial2.csv,2,5.488
../DATA/processed/017pre_trial57.csv,4,5.496
../DATA/processed/026post_trial48.csv,5,5.486
../DATA/processed/020post_trial12.csv,12,5.49
../DATA/processed/015post_trial13.csv,7,5.488
../DATA/processed/017post_trial49.csv,2,5.49
../DATA/processed/021post_trial27.csv,5,5.494
../DATA/processed/022pre_trial1.csv,6,5.492
../DATA/processed/007pre_trial50.csv,4,5.498
../DATA/processed/014pre_trial37.csv,6,5.5
../DATA/processed/007pre_trial5.csv,8,5.488
../DATA/processed/007post_trial53.csv,6,5.498
../DATA/processed/002post_trial2.csv,2,5.488
../DATA/processed/016post_trial21.csv,3,5.498
../DATA/processed/022post_trial3.csv,9,5.494
../DATA/processed/014post_trial10.csv,6,5.496
../DATA/processed/019post_trial35.csv,9,5.488
../DATA/processed/005post_trial12.csv,12,5.49
../DATA/processed/001pre_trial41.csv,3,5.498
../DATA/processed/007pre_trial55.csv,10,5.496
../DATA/processed/022pre_trial45.csv,7,5.498
../DATA/processed/007post_trial1.csv,5,5.5
../DATA/processed/024post_trial42.csv,10,5.492
../DATA/processed/023pre_trial43.csv,8,5.5
../DATA/processed/001post_trial56.csv,6,5.494
../DATA/processed/025post_trial54.csv,8,5.496
../DATA/processed/024post_trial52.csv,14,5.492
../DATA/processed/012post_trial32.csv,7,5.496
../DATA/processed/012post_trial51.csv,7,5.498
../DATA/processed/015pre_trial6.csv,5,5.494
../DATA/processed/020post_trial4.csv,10,5.49
../DATA/processed/019post_trial49.csv,7,5.496
../DATA/processed/006post_trial38.csv,5,5.498
../DATA/processed/023post_trial45.csv,1,5.5
../DATA/processed/025pre_trial48.csv,11,5.496
../DATA/processed/002post_trial32.csv,7,5.498
../DATA/processed/004pre_trial58.csv,18,5.498
../DATA/processed/025post_trial20.csv,6,5.5
../DATA/processed/023pre_trial31.csv,19,5.494
../DATA/processed/007post_trial30.csv,5,5.494
../DATA/processed/003pre_trial4.csv,3,5.498
../DATA/processed/022post_trial53.csv,12,5.496
../DATA/processed/014pre_trial7.csv,5,5.5
../DATA/processed/024post_trial48.csv,14,5.49
../DATA/processed/004post_trial9.csv,6,5.5
../DATA/processed/013post_trial45.csv,3,5.498
../DATA/processed/002post_trial50.csv,2,5.49
../DATA/processed/004post_trial34.csv,6,5.5
../DATA/processed/023pre_trial12.csv,8,5.5
../DATA/processed/020post_trial29.csv,9,5.494
../DATA/processed/002post_trial34.csv,10,5.486
../DATA/processed/017post_trial53.csv,3,5.492
../DATA/processed/001post_trial48.csv,3,5.49
../DATA/processed/016post_trial38.csv,2,5.492
../DATA/processed/019pre_trial48.csv,8,5.496
../DATA/processed/020post_trial0.csv,7,5.498
../DATA/processed/008post_trial54.csv,6,5.496
../DATA/processed/026pre_trial6.csv,15,5.5
../DATA/processed/025pre_trial21.csv,12,5.496
../DATA/processed/004pre_trial42.csv,9,5.502
../DATA/processed/025post_trial49.csv,11,5.498
../DATA/processed/020post_trial32.csv,10,5.488
../DATA/processed/020post_trial57.csv,8,5.492
../DATA/processed/009post_trial58.csv,12,5.488
../DATA/processed/015post_trial21.csv,3,5.5
../DATA/processed/013post_trial19.csv,3,5.492
../DATA/processed/003pre_trial58.csv,4,5.488
../DATA/processed/008post_trial43.csv,6,5.502
../DATA/processed/006post_trial58.csv,7,5.492
../DATA/processed/016pre_trial20.csv,2,5.496
../DATA/processed/005pre_trial31.csv,9,5.488
../DATA/processed/021pre_trial26.csv,4,5.496
../DATA/processed/015pre_trial38.csv,5,5.5
../DATA/processed/013pre_trial35.csv,7,5.494
../DATA/processed/019post_trial40.csv,8,5.5
../DATA/processed/001pre_trial47.csv,10,5.496
../DATA/processed/016pre_trial25.csv,3,5.49
../DATA/processed/003pre_trial30.csv,3,5.5
../DATA/processed/002post_trial21.csv,8,5.5
../DATA/processed/026pre_trial53.csv,7,5.5
../DATA/processed/015post_trial53.csv,10,5.494
../DATA/processed/020post_trial28.csv,8,5.486
../DATA/processed/021post_trial0.csv,10,5.498
../DATA/processed/025pre_trial10.csv,1,5.488
../DATA/processed/017pre_trial13.csv,2,5.488
../DATA/processed/015pre_trial31.csv,2,5.5
../DATA/processed/016post_trial42.csv,4,5.49
../DATA/processed/020post_trial24.csv,9,5.494
../DATA/processed/021post_trial22.csv,5,5.498
../DATA/processed/017pre_trial40.csv,1,5.492
../DATA/processed/013pre_trial7.csv,2,5.49
../DATA/processed/014post_trial2.csv,6,5.496
../DATA/processed/004post_trial38.csv,7,5.494
../DATA/processed/005post_trial5.csv,16,5.5
../DATA/processed/008pre_trial16.csv,8,5.492
../DATA/processed/013pre_trial11.csv,5,5.49
../DATA/processed/001post_trial27.csv,3,5.494
../DATA/processed/003pre_trial15.csv,3,5.498
../DATA/processed/004pre_trial5.csv,2,5.49
../DATA/processed/026pre_trial27.csv,3,5.494
../DATA/processed/019post_trial17.csv,3,5.498
../DATA/processed/016post_trial56.csv,2,5.492
../DATA/processed/002pre_trial47.csv,8,5.492
../DATA/processed/008pre_trial35.csv,11,5.488
../DATA/processed/001post_trial47.csv,4,5.49
../DATA/processed/013post_trial2.csv,3,5.494
../DATA/processed/007pre_trial57.csv,4,5.49
../DATA/processed/001pre_trial17.csv,9,5.49
../DATA/processed/014pre_trial43.csv,11,5.496
../DATA/processed/016post_trial49.csv,5,5.496
../DATA/processed/003post_trial50.csv,2,5.494
../DATA/processed/016post_trial40.csv,3,5.488
../DATA/processed/009post_trial7.csv,5,5.492
../DATA/processed/015post_trial22.csv,11,5.492
../DATA/processed/024pre_trial32.csv,12,5.494
../DATA/processed/003pre_trial27.csv,3,5.494
../DATA/processed/002pre_trial52.csv,6,5.492
../DATA/processed/015post_trial28.csv,12,5.49
../DATA/processed/001pre_trial53.csv,2,5.488
../DATA/processed/002post_trial14.csv,6,5.5
../DATA/processed/003post_trial55.csv,2,5.494
../DATA/processed/007post_trial47.csv,5,5.486
../DATA/processed/017pre_trial10.csv,3,5.498
../DATA/processed/016post_trial30.csv,2,5.5
../DATA/processed/007pre_trial52.csv,10,5.5
../DATA/processed/008pre_trial19.csv,3,5.498
../DATA/processed/009pre_trial32.csv,4,5.492
../DATA/processed/024post_trial31.csv,8,5.502
../DATA/processed/013post_trial13.csv,4,5.498
../DATA/processed/016post_trial37.csv,2,5.488
../DATA/processed/025pre_trial7.csv,8,5.494
../DATA/processed/013pre_trial16.csv,3,5.5
../DATA/processed/022pre_trial35.csv,22,5.5
../DATA/processed/005post_trial18.csv,10,5.492
../DATA/processed/009post_trial56.csv,3,5.5
../DATA/processed/006pre_trial0.csv,5,5.498
../DATA/processed/014pre_trial57.csv,5,5.494
../DATA/processed/024pre_trial18.csv,14,5.5
../DATA/processed/013post_trial4.csv,5,5.496
../DATA/processed/003pre_trial7.csv,2,5.496
../DATA/processed/005post_trial9.csv,4,5.488
../DATA/processed/025post_trial14.csv,10,5.5
../DATA/processed/024pre_trial54.csv,11,5.502
../DATA/processed/024post_trial46.csv,16,5.494
../DATA/processed/021post_trial47.csv,13,5.492
../DATA/processed/016post_trial8.csv,2,5.496
../DATA/processed/002post_trial1.csv,8,5.5
../DATA/processed/009post_trial25.csv,5,5.494
../DATA/processed/003pre_trial43.csv,3,5.496
../DATA/processed/009pre_trial4.csv,7,5.494
../DATA/processed/014pre_trial26.csv,6,5.5
../DATA/processed/015pre_trial17.csv,7,5.502
../DATA/processed/004post_trial23.csv,7,5.488
../DATA/processed/004pre_trial4.csv,4,5.5
../DATA/processed/020pre_trial24.csv,17,5.494
../DATA/processed/012post_trial11.csv,6,5.488
../DATA/processed/026pre_trial50.csv,10,5.496
../DATA/processed/020post_trial58.csv,5,5.498
../DATA/processed/019pre_trial14.csv,8,5.486
../DATA/processed/024pre_trial13.csv,9,5.498
../DATA/processed/021pre_trial22.csv,8,5.492
../DATA/processed/004pre_trial13.csv,5,5.496
../DATA/processed/025pre_trial8.csv,6,5.5
../DATA/processed/016pre_trial31.csv,4,5.488
../DATA/processed/003post_trial17.csv,4,5.498
../DATA/processed/002pre_trial25.csv,8,5.5
../DATA/processed/020post_trial27.csv,10,5.498
../DATA/processed/019pre_trial21.csv,13,5.488
../DATA/processed/025post_trial22.csv,7,5.49
../DATA/processed/022pre_trial36.csv,19,5.496
../DATA/processed/005post_trial23.csv,11,5.486
../DATA/processed/020post_trial13.csv,9,5.492
../DATA/processed/025pre_trial45.csv,14,5.498
../DATA/processed/019post_trial26.csv,5,5.496
../DATA/processed/019post_trial10.csv,7,5.492
../DATA/processed/021pre_trial41.csv,4,5.498
../DATA/processed/004pre_trial59.csv,2,5.498
../DATA/processed/026post_trial13.csv,3,5.496
../DATA/processed/016post_trial13.csv,2,5.496
../DATA/processed/004post_trial35.csv,5,5.49
../DATA/processed/009pre_trial47.csv,15,5.488
