,N,trial_length
../DATA/processed/007pre_trial28.csv,7,5.49
../DATA/processed/006post_trial48.csv,6,5.486
../DATA/processed/013post_trial29.csv,3,5.488
../DATA/processed/024pre_trial31.csv,17,5.5
../DATA/processed/012post_trial1.csv,13,5.49
../DATA/processed/014post_trial30.csv,10,5.492
../DATA/processed/017post_trial58.csv,2,5.488
../DATA/processed/006pre_trial38.csv,6,5.488
../DATA/processed/026pre_trial19.csv,9,5.498
../DATA/processed/015pre_trial5.csv,5,5.488
../DATA/processed/007pre_trial31.csv,9,5.498
../DATA/processed/015pre_trial9.csv,6,5.5
../DATA/processed/016pre_trial55.csv,3,5.5
../DATA/processed/001post_trial37.csv,9,5.49
../DATA/processed/021pre_trial20.csv,6,5.5
../DATA/processed/014post_trial48.csv,3,5.492
../DATA/processed/004pre_trial20.csv,3,5.496
../DATA/processed/008pre_trial32.csv,10,5.498
../DATA/processed/001post_trial23.csv,3,5.498
../DATA/processed/015post_trial52.csv,15,5.492
../DATA/processed/017post_trial51.csv,5,5.488
../DATA/processed/007post_trial52.csv,7,5.498
../DATA/processed/016pre_trial56.csv,4,5.5
../DATA/processed/020pre_trial47.csv,9,5.496
../DATA/processed/020pre_trial4.csv,4,5.494
../DATA/processed/023post_trial30.csv,9,5.49
../DATA/processed/006post_trial52.csv,8,5.494
../DATA/processed/002post_trial30.csv,8,5.5
../DATA/processed/021pre_trial55.csv,5,5.5
../DATA/processed/020post_trial1.csv,9,5.488
../DATA/processed/008pre_trial55.csv,11,5.486
../DATA/processed/009pre_trial11.csv,3,5.492
../DATA/processed/021post_trial38.csv,9,5.496
../DATA/processed/013post_trial7.csv,7,5.496
../DATA/processed/019post_trial20.csv,3,5.494
../DATA/processed/003post_trial45.csv,2,5.49
../DATA/processed/006post_trial21.csv,5,5.5
../DATA/processed/021post_trial41.csv,7,5.5
../DATA/processed/014post_trial39.csv,10,5.5
../DATA/processed/013pre_trial45.csv,6,5.492
../DATA/processed/025post_trial13.csv,5,5.5
../DATA/processed/019post_trial13.csv,5,5.498
../DATA/processed/002post_trial44.csv,8,5.488
../DATA/processed/002post_trial45.csv,6,5.5
../DATA/processed/009pre_trial44.csv,8,5.49
../DATA/processed/024post_trial44.csv,12,5.488
../DATA/processed/023pre_trial3.csv,5,5.5
../DATA/processed/020post_trial2.csv,7,5.488
../DATA/processed/007post_trial40.csv,6,5.488
../DATA/processed/022post_trial5.csv,6,5.498
../DATA/processed/025pre_trial14.csv,7,5.498
../DATA/processed/019pre_trial30.csv,6,5.488
../DATA/processed/001pre_trial8.csv,7,5.496
../DATA/processed/009pre_trial29.csv,3,5.49
../DATA/processed/017post_trial46.csv,3,5.494
../DATA/processed/023post_trial56.csv,13,5.5
../DATA/processed/005pre_trial21.csv,15,5.5
../DATA/processed/007post_trial57.csv,8,5.49
../DATA/processed/007pre_trial53.csv,7,5.496
../DATA/processed/024post_trial27.csv,12,5.492
../DATA/processed/015post_trial29.csv,4,5.49
../DATA/processed/004post_trial53.csv,9,5.488
../DATA/processed/026pre_trial8.csv,5,5.494
../DATA/processed/007pre_trial1.csv,2,5.488
../DATA/processed/003pre_trial52.csv,3,5.498
../DATA/processed/013pre_trial34.csv,6,5.498
../DATA/processed/021post_trial3.csv,6,5.49
../DATA/processed/025post_trial1.csv,3,5.498
../DATA/processed/006post_trial51.csv,9,5.496
../DATA/processed/023pre_trial7.csv,7,5.496
../DATA/processed/016pre_trial36.csv,4,5.498
../DATA/processed/017post_trial5.csv,1,5.49
../DATA/processed/007post_trial58.csv,9,5.488
../DATA/processed/023pre_trial5.csv,10,5.496
../DATA/processed/009post_trial19.csv,8,5.498
../DATA/processed/007pre_trial22.csv,4,5.498
../DATA/processed/023pre_trial38.csv,12,5.496
../DATA/processed/016post_trial59.csv,2,5.496
../DATA/processed/019post_trial48.csv,10,5.5
../DATA/processed/005post_trial48.csv,9,5.496
../DATA/processed/004pre_trial41.csv,10,5.496
../DATA/processed/026pre_trial1.csv,5,5.494
../DATA/processed/024post_trial34.csv,7,5.494
../DATA/processed/006pre_trial4.csv,7,5.492
../DATA/processed/013post_trial11.csv,3,5.5
../DATA/processed/025pre_trial31.csv,8,5.488
../DATA/processed/023post_trial23.csv,8,5.494
../DATA/processed/009post_trial42.csv,4,5.492
../DATA/processed/021post_trial8.csv,6,5.496
../DATA/processed/001pre_trial3.csv,5,5.49
../DATA/processed/026pre_trial22.csv,7,5.49
../DATA/processed/024post_trial13.csv,14,5.488
../DATA/processed/001post_trial29.csv,4,5.502
../DATA/processed/024post_trial22.csv,11,5.492
../DATA/processed/025post_trial52.csv,10,5.492
../DATA/processed/023pre_trial48.csv,9,5.492
../DATA/processed/007post_trial37.csv,7,5.494
../DATA/processed/016pre_trial54.csv,3,5.498
../DATA/processed/019pre_trial10.csv,7,5.498
../DATA/processed/015pre_trial41.csv,6,5.494
../DATA/processed/024pre_trial46.csv,20,5.5
../DATA/processed/023pre_trial30.csv,10,5.496
../DATA/processed/025pre_trial6.csv,8,5.5
../DATA/processed/015pre_trial16.csv,3,5.496
../DATA/processed/004pre_trial32.csv,8,5.498
../DATA/processed/026pre_trial48.csv,9,5.49
../DATA/processed/020pre_trial16.csv,6,5.486
../DATA/processed/021pre_trial7.csv,8,5.49
../DATA/processed/023post_trial13.csv,6,5.492
../DATA/processed/005pre_trial1.csv,7,5.5
../DATA/processed/015pre_trial28.csv,12,5.496
../DATA/processed/015pre_trial46.csv,4,5.488
../DATA/processed/019post_trial58.csv,11,5.488
../DATA/processed/022post_trial52.csv,12,5.5
../DATA/processed/007post_trial20.csv,6,5.494
../DATA/processed/017post_trial37.csv,2,5.486
../DATA/processed/026pre_trial26.csv,7,5.492
../DATA/processed/023post_trial52.csv,10,5.496
../DATA/processed/022post_trial55.csv,16,5.49
../DATA/processed/023post_trial47.csv,10,5.498
../DATA/processed/012post_trial58.csv,11,5.494
../DATA/processed/013pre_trial31.csv,3,5.488
../DATA/processed/001post_trial20.csv,2,5.488
../DATA/processed/016post_trial0.csv,2,5.492
../DATA/processed/019post_trial0.csv,3,5.494
../DATA/processed/025post_trial15.csv,16,5.488
../DATA/processed/004pre_trial3.csv,6,5.488
../DATA/processed/001pre_trial32.csv,5,5.5
../DATA/processed/020pre_trial32.csv,8,5.498
../DATA/processed/013post_trial42.csv,2,5.5
../DATA/processed/025post_trial56.csv,4,5.494
../DATA/processed/007post_trial5.csv,8,5.49
../DATA/processed/026pre_trial10.csv,3,5.492
../DATA/processed/013post_trial46.csv,3,5.492
../DATA/processed/014pre_trial28.csv,11,5.5
../DATA/processed/015post_trial17.csv,2,5.5
../DATA/processed/007post_trial24.csv,3,5.502
../DATA/processed/021pre_trial59.csv,9,5.5
../DATA/processed/005post_trial21.csv,12,5.496
../DATA/processed/022pre_trial42.csv,17,5.496
../DATA/processed/009pre_trial45.csv,6,5.5
../DATA/processed/005pre_trial6.csv,11,5.5
../DATA/processed/023pre_trial55.csv,6,5.488
../DATA/processed/020post_trial5.csv,9,5.5
../DATA/processed/022pre_trial41.csv,18,5.5
../DATA/processed/012post_trial34.csv,6,5.5
../DATA/processed/022post_trial9.csv,3,5.494
../DATA/processed/006pre_trial48.csv,7,5.5
../DATA/processed/002pre_trial14.csv,5,5.49
../DATA/processed/026pre_trial46.csv,12,5.5
../DATA/processed/014post_trial5.csv,3,5.492
../DATA/processed/008pre_trial24.csv,12,5.498
../DATA/processed/020pre_trial58.csv,9,5.498
../DATA/processed/006pre_trial20.csv,4,5.5
../DATA/processed/024post_trial58.csv,14,5.492
../DATA/processed/002post_trial5.csv,6,5.498
../DATA/processed/025post_trial11.csv,5,5.494
../DATA/processed/007pre_trial38.csv,4,5.488
../DATA/processed/020post_trial38.csv,4,5.498
../DATA/processed/022pre_trial14.csv,9,5.496
../DATA/processed/014post_trial14.csv,4,5.496
../DATA/processed/013post_trial10.csv,3,5.498
../DATA/processed/015post_trial44.csv,4,5.488
../DATA/processed/020pre_trial30.csv,5,5.494
../DATA/processed/001pre_trial57.csv,4,5.498
../DATA/processed/007post_trial10.csv,8,5.492
../DATA/processed/013pre_trial23.csv,8,5.5
../DATA/processed/022post_trial36.csv,8,5.488
../DATA/processed/003pre_trial16.csv,3,5.49
../DATA/processed/002post_trial41.csv,12,5.488
../DATA/processed/016post_trial1.csv,4,5.488
../DATA/processed/016post_trial16.csv,3,5.496
../DATA/processed/026post_trial31.csv,12,5.496
../DATA/processed/005post_trial35.csv,13,5.498
../DATA/processed/007post_trial11.csv,7,5.488
../DATA/processed/025pre_trial16.csv,9,5.498
../DATA/processed/013post_trial8.csv,3,5.5
../DATA/processed/026pre_trial0.csv,13,5.496
../DATA/processed/014pre_trial19.csv,14,5.492
../DATA/processed/006pre_trial23.csv,6,5.498
../DATA/processed/003post_trial47.csv,4,5.488
../DATA/processed/001pre_trial20.csv,12,5.496
../DATA/processed/004pre_trial50.csv,10,5.492
../DATA/processed/019post_trial29.csv,8,5.498
../DATA/processed/014pre_trial13.csv,9,5.5
../DATA/processed/015pre_trial49.csv,5,5.494
../DATA/processed/008pre_trial8.csv,9,5.488
../DATA/processed/013post_trial17.csv,4,5.5
../DATA/processed/019post_trial28.csv,9,5.492
../DATA/processed/009pre_trial39.csv,13,5.494
../DATA/processed/001pre_trial34.csv,1,5.492
../DATA/processed/020pre_trial25.csv,14,5.494
../DATA/processed/003post_trial56.csv,2,5.49
../DATA/processed/007post_trial55.csv,2,5.488
../DATA/processed/021pre_trial9.csv,9,5.5
../DATA/processed/026post_trial21.csv,9,5.5
../DATA/processed/023post_trial39.csv,10,5.492
../DATA/processed/026pre_trial57.csv,9,5.492
../DATA/processed/007post_trial13.csv,4,5.488
../DATA/processed/017post_trial19.csv,7,5.5
../DATA/processed/009post_trial6.csv,3,5.5
../DATA/processed/004post_trial32.csv,3,5.488
../DATA/processed/016post_trial44.csv,6,5.498
../DATA/processed/014post_trial58.csv,9,5.488
../DATA/processed/015pre_trial55.csv,12,5.498
../DATA/processed/019post_trial8.csv,7,5.494
../DATA/processed/022pre_trial23.csv,6,5.496
../DATA/processed/005post_trial36.csv,10,5.49
../DATA/processed/007post_trial4.csv,3,5.5
../DATA/processed/009pre_trial19.csv,7,5.49
../DATA/processed/007post_trial35.csv,4,5.488
../DATA/processed/024pre_trial20.csv,16,5.488
../DATA/processed/005pre_trial14.csv,12,5.494
../DATA/processed/025post_trial3.csv,3,5.49
../DATA/processed/007post_trial44.csv,7,5.5
../DATA/processed/025post_trial47.csv,3,5.492
../DATA/processed/026post_trial43.csv,5,5.494
../DATA/processed/002post_trial10.csv,8,5.5
../DATA/processed/003pre_trial32.csv,3,5.492
../DATA/processed/017pre_trial30.csv,5,5.496
../DATA/processed/022post_trial31.csv,7,5.492
../DATA/processed/021post_trial5.csv,7,5.498
../DATA/processed/019post_trial12.csv,11,5.5
../DATA/processed/019pre_trial19.csv,11,5.494
../DATA/processed/025pre_trial50.csv,9,5.492
../DATA/processed/002post_trial46.csv,9,5.496
../DATA/processed/014pre_trial8.csv,10,5.49
../DATA/processed/014pre_trial44.csv,12,5.498
../DATA/processed/001pre_trial18.csv,7,5.496
../DATA/processed/007pre_trial18.csv,9,5.486
../DATA/processed/006post_trial44.csv,8,5.486
../DATA/processed/013post_trial23.csv,4,5.498
../DATA/processed/020pre_trial45.csv,9,5.492
../DATA/processed/014pre_trial32.csv,6,5.5
../DATA/processed/025post_trial31.csv,4,5.5
../DATA/processed/002post_trial42.csv,9,5.496
../DATA/processed/016pre_trial40.csv,4,5.49
../DATA/processed/009pre_trial57.csv,8,5.488
../DATA/processed/001post_trial58.csv,3,5.49
../DATA/processed/026pre_trial25.csv,11,5.49
../DATA/processed/026pre_trial15.csv,7,5.49
../DATA/processed/001post_trial30.csv,3,5.498
../DATA/processed/023post_trial8.csv,9,5.5
../DATA/processed/001post_trial6.csv,7,5.498
../DATA/processed/020post_trial44.csv,5,5.49
../DATA/processed/012post_trial53.csv,9,5.488
../DATA/processed/012post_trial9.csv,6,5.492
../DATA/processed/022pre_trial22.csv,16,5.494
../DATA/processed/026pre_trial33.csv,5,5.5
../DATA/processed/020pre_trial1.csv,6,5.496
../DATA/processed/005post_trial24.csv,7,5.5
../DATA/processed/021post_trial48.csv,8,5.492
../DATA/processed/017post_trial56.csv,9,5.492
../DATA/processed/026pre_trial21.csv,5,5.496
../DATA/processed/016post_trial5.csv,2,5.492
../DATA/processed/017pre_trial51.csv,9,5.496
../DATA/processed/020pre_trial13.csv,7,5.492
../DATA/processed/024post_trial21.csv,11,5.488
../DATA/processed/015pre_trial56.csv,4,5.49
../DATA/processed/023pre_trial17.csv,9,5.488
../DATA/processed/026post_trial20.csv,7,5.502
../DATA/processed/021pre_trial58.csv,10,5.498
../DATA/processed/017pre_trial22.csv,3,5.498
../DATA/processed/007pre_trial34.csv,10,5.498
../DATA/processed/017post_trial39.csv,3,5.494
../DATA/processed/019pre_trial23.csv,11,5.498
../DATA/processed/008pre_trial57.csv,11,5.49
../DATA/processed/004post_trial54.csv,9,5.5
../DATA/processed/014post_trial15.csv,5,5.498
../DATA/processed/026post_trial46.csv,5,5.5
../DATA/processed/009pre_trial6.csv,6,5.494
../DATA/processed/004post_trial18.csv,10,5.5
../DATA/processed/008pre_trial2.csv,6,5.496
../DATA/processed/006pre_trial7.csv,3,5.5
../DATA/processed/019pre_trial3.csv,3,5.496
../DATA/processed/008pre_trial23.csv,8,5.488
../DATA/processed/020pre_trial26.csv,17,5.49
../DATA/processed/015post_trial45.csv,13,5.494
../DATA/processed/025post_trial44.csv,10,5.498
../DATA/processed/009post_trial41.csv,3,5.498
../DATA/processed/016post_trial39.csv,4,5.5
../DATA/processed/015post_trial6.csv,12,5.486
../DATA/processed/017post_trial2.csv,3,5.49
../DATA/processed/014pre_trial33.csv,11,5.492
../DATA/processed/016post_trial2.csv,4,5.498
../DATA/processed/023pre_trial41.csv,10,5.494
../DATA/processed/003post_trial30.csv,2,5.498
../DATA/processed/005pre_trial54.csv,20,5.492
../DATA/processed/013pre_trial59.csv,4,5.492
../DATA/processed/017post_trial40.csv,1,5.494
../DATA/processed/022post_trial39.csv,8,5.5
../DATA/processed/021post_trial30.csv,4,5.502
../DATA/processed/014pre_trial2.csv,6,5.488
../DATA/processed/006pre_trial24.csv,7,5.49
../DATA/processed/003pre_trial57.csv,2,5.498
../DATA/processed/017pre_trial54.csv,1,5.488
../DATA/processed/009post_trial54.csv,10,5.496
../DATA/processed/002post_trial35.csv,5,5.49
../DATA/processed/023pre_trial34.csv,7,5.496
../DATA/processed/004post_trial8.csv,5,5.492
../DATA/processed/009pre_trial17.csv,4,5.49
../DATA/processed/015pre_trial27.csv,2,5.496
../DATA/processed/025post_trial17.csv,14,5.488
../DATA/processed/013pre_trial17.csv,4,5.5
../DATA/processed/013pre_trial4.csv,6,5.492
../DATA/processed/008pre_trial7.csv,10,5.488
../DATA/processed/008post_trial10.csv,3,5.5
../DATA/processed/022pre_trial5.csv,8,5.496
../DATA/processed/026post_trial47.csv,6,5.498
../DATA/processed/022pre_trial50.csv,9,5.498
../DATA/processed/009pre_trial25.csv,3,5.49
../DATA/processed/026post_trial36.csv,9,5.498
../DATA/processed/005post_trial49.csv,19,5.49
../DATA/processed/025pre_trial30.csv,7,5.49
../DATA/processed/020pre_trial52.csv,18,5.498
../DATA/processed/019pre_trial59.csv,17,5.49
../DATA/processed/005pre_trial55.csv,9,5.494
../DATA/processed/006post_trial39.csv,4,5.498
../DATA/processed/003post_trial59.csv,0,5.5
../DATA/processed/022pre_trial52.csv,9,5.5
../DATA/processed/002post_trial57.csv,9,5.492
../DATA/processed/023pre_trial24.csv,8,5.492
../DATA/processed/009post_trial10.csv,3,5.498
../DATA/processed/013pre_trial44.csv,5,5.502
../DATA/processed/006post_trial54.csv,7,5.5
../DATA/processed/006post_trial31.csv,10,5.498
../DATA/processed/013pre_trial29.csv,4,5.49
../DATA/processed/014pre_trial47.csv,5,5.494
../DATA/processed/020post_trial59.csv,4,5.5
../DATA/processed/007pre_trial21.csv,4,5.498
../DATA/processed/008post_trial31.csv,5,5.5
../DATA/processed/007post_trial28.csv,6,5.5
../DATA/processed/001post_trial50.csv,2,5.49
../DATA/processed/007post_trial27.csv,5,5.49
../DATA/processed/002pre_trial54.csv,4,5.494
../DATA/processed/006pre_trial49.csv,7,5.498
../DATA/processed/026post_trial19.csv,5,5.5
../DATA/processed/019pre_trial45.csv,18,5.492
../DATA/processed/015pre_trial13.csv,5,5.494
../DATA/processed/003post_trial53.csv,1,5.492
../DATA/processed/008post_trial18.csv,8,5.494
../DATA/processed/006post_trial10.csv,4,5.494
../DATA/processed/005pre_trial41.csv,19,5.49
../DATA/processed/019pre_trial22.csv,15,5.498
../DATA/processed/014post_trial42.csv,7,5.5
../DATA/processed/019pre_trial44.csv,10,5.498
../DATA/processed/023post_trial42.csv,9,5.496
../DATA/processed/022post_trial7.csv,11,5.49
../DATA/processed/001pre_trial7.csv,3,5.488
../DATA/processed/005pre_trial44.csv,7,5.492
../DATA/processed/017post_trial41.csv,4,5.496
../DATA/processed/008pre_trial30.csv,8,5.494
../DATA/processed/005post_trial3.csv,9,5.498
../DATA/processed/015pre_trial39.csv,5,5.494
../DATA/processed/022pre_trial19.csv,11,5.496
../DATA/processed/026post_trial30.csv,8,5.492
../DATA/processed/016pre_trial34.csv,4,5.488
../DATA/processed/008pre_trial18.csv,2,5.488
../DATA/processed/019post_trial18.csv,6,5.498
../DATA/processed/024post_trial54.csv,5,5.49
../DATA/processed/003post_trial26.csv,2,5.496
../DATA/processed/002post_trial56.csv,7,5.494
../DATA/processed/002pre_trial58.csv,6,5.5
../DATA/processed/001pre_trial19.csv,3,5.5
../DATA/processed/013post_trial24.csv,2,5.5
../DATA/processed/014post_trial20.csv,9,5.5
../DATA/processed/001post_trial3.csv,2,5.494
../DATA/processed/023post_trial19.csv,7,5.5
../DATA/processed/023post_trial16.csv,8,5.492
../DATA/processed/003post_trial23.csv,3,5.488
../DATA/processed/002pre_trial27.csv,8,5.492
../DATA/processed/017pre_trial37.csv,4,5.498
../DATA/processed/001pre_trial10.csv,2,5.494
../DATA/processed/013pre_trial21.csv,3,5.488
../DATA/processed/014post_trial50.csv,5,5.492
../DATA/processed/019pre_trial29.csv,10,5.494
../DATA/processed/006post_trial53.csv,6,5.5
../DATA/processed/006post_trial25.csv,8,5.492
../DATA/processed/002pre_trial5.csv,6,5.492
../DATA/processed/009post_trial37.csv,5,5.494
../DATA/processed/001post_trial59.csv,4,5.494
../DATA/processed/004post_trial14.csv,6,5.486
../DATA/processed/002post_trial39.csv,8,5.498
../DATA/processed/024pre_trial14.csv,19,5.5
../DATA/processed/015pre_trial50.csv,2,5.496
../DATA/processed/002pre_trial12.csv,4,5.498
../DATA/processed/024pre_trial3.csv,13,5.498
../DATA/processed/013post_trial14.csv,1,5.498
../DATA/processed/004pre_trial21.csv,7,5.49
../DATA/processed/026pre_trial7.csv,7,5.492
../DATA/processed/024pre_trial39.csv,14,5.494
../DATA/processed/005post_trial52.csv,7,5.488
../DATA/processed/023pre_trial44.csv,7,5.502
../DATA/processed/006pre_trial35.csv,6,5.488
../DATA/processed/021pre_trial3.csv,10,5.5
../DATA/processed/009post_trial40.csv,5,5.492
../DATA/processed/003post_trial46.csv,3,5.496
../DATA/processed/024pre_trial0.csv,11,5.496
../DATA/processed/020post_trial36.csv,11,5.496
../DATA/processed/026pre_trial44.csv,13,5.488
../DATA/processed/014post_trial12.csv,5,5.496
../DATA/processed/013post_trial15.csv,9,5.488
../DATA/processed/017pre_trial44.csv,3,5.488
../DATA/processed/016post_trial6.csv,3,5.5
../DATA/processed/017pre_trial45.csv,2,5.492
../DATA/processed/002post_trial0.csv,7,5.498
../DATA/processed/007pre_trial30.csv,6,5.488
../DATA/processed/024pre_trial1.csv,9,5.488
../DATA/processed/007pre_trial2.csv,4,5.5
../DATA/processed/004post_trial39.csv,3,5.494
../DATA/processed/022pre_trial48.csv,10,5.5
../DATA/processed/002pre_trial18.csv,6,5.498
../DATA/processed/023post_trial11.csv,13,5.488
../DATA/processed/016post_trial19.csv,4,5.5
../DATA/processed/026post_trial54.csv,5,5.5
../DATA/processed/006post_trial12.csv,7,5.496
../DATA/processed/002pre_trial1.csv,10,5.498
../DATA/processed/023pre_trial28.csv,12,5.49
../DATA/processed/004post_trial49.csv,12,5.5
../DATA/processed/016post_trial51.csv,4,5.486
../DATA/processed/007post_trial17.csv,3,5.486
../DATA/processed/022pre_trial49.csv,6,5.5
../DATA/processed/016pre_trial33.csv,5,5.492
../DATA/processed/003post_trial32.csv,1,5.498
../DATA/processed/014pre_trial11.csv,6,5.498
../DATA/processed/015pre_trial34.csv,5,5.494
../DATA/processed/017pre_trial36.csv,7,5.492
../DATA/processed/004post_trial43.csv,7,5.494
../DATA/processed/024pre_trial6.csv,18,5.496
../DATA/processed/006post_trial57.csv,9,5.498
../DATA/processed/021pre_trial10.csv,6,5.5
../DATA/processed/012post_trial20.csv,8,5.492
../DATA/processed/020pre_trial21.csv,19,5.498
../DATA/processed/019post_trial52.csv,11,5.5
../DATA/processed/004post_trial4.csv,4,5.5
../DATA/processed/009pre_trial33.csv,4,5.488
../DATA/processed/008post_trial14.csv,6,5.498
../DATA/processed/016pre_trial41.csv,3,5.496
../DATA/processed/001post_trial12.csv,4,5.5
../DATA/processed/009pre_trial22.csv,5,5.5
../DATA/processed/015post_trial43.csv,8,5.492
../DATA/processed/020post_trial20.csv,13,5.494
../DATA/processed/015pre_trial19.csv,8,5.498
../DATA/processed/003post_trial6.csv,3,5.492
../DATA/processed/007pre_trial59.csv,2,5.494
../DATA/processed/024post_trial7.csv,9,5.498
../DATA/processed/026pre_trial29.csv,4,5.496
../DATA/processed/022post_trial44.csv,8,5.496
../DATA/processed/005post_trial4.csv,14,5.492
../DATA/processed/012post_trial7.csv,5,5.49
../DATA/processed/006pre_trial47.csv,4,5.492
../DATA/processed/020post_trial45.csv,8,5.496
../DATA/processed/022pre_trial17.csv,10,5.488
../DATA/processed/021pre_trial15.csv,8,5.492
../DATA/processed/014post_trial49.csv,2,5.496
../DATA/processed/024pre_trial33.csv,14,5.498
../DATA/processed/021post_trial18.csv,8,5.498
../DATA/processed/003pre_trial12.csv,4,5.5
../DATA/processed/008post_trial5.csv,4,5.498
../DATA/processed/022post_trial21.csv,9,5.494
../DATA/processed/017pre_trial29.csv,1,5.502
../DATA/processed/004post_trial1.csv,4,5.496
../DATA/processed/025post_trial53.csv,5,5.496
../DATA/processed/004pre_trial10.csv,5,5.498
../DATA/processed/009pre_trial28.csv,2,5.488
../DATA/processed/021post_trial20.csv,9,5.496
../DATA/processed/015post_trial47.csv,7,5.498
../DATA/processed/021pre_trial4.csv,9,5.488
../DATA/processed/025post_trial25.csv,4,5.488
../DATA/processed/005pre_trial47.csv,12,5.488
../DATA/processed/014post_trial26.csv,9,5.492
../DATA/processed/012post_trial26.csv,5,5.49
../DATA/processed/017pre_trial9.csv,2,5.498
../DATA/processed/013pre_trial46.csv,9,5.494
../DATA/processed/019post_trial47.csv,11,5.492
../DATA/processed/006pre_trial13.csv,8,5.49
../DATA/processed/022post_trial23.csv,10,5.498
../DATA/processed/016pre_trial15.csv,4,5.494
../DATA/processed/026post_trial41.csv,4,5.49
../DATA/processed/020post_trial37.csv,5,5.49
../DATA/processed/003post_trial43.csv,1,5.496
../DATA/processed/001pre_trial38.csv,3,5.498
../DATA/processed/013pre_trial47.csv,12,5.492
../DATA/processed/016post_trial10.csv,3,5.498
../DATA/processed/022pre_trial51.csv,20,5.502
../DATA/processed/003pre_trial48.csv,3,5.496
../DATA/processed/026pre_trial11.csv,6,5.488
../DATA/processed/024pre_trial9.csv,15,5.49
../DATA/processed/008post_trial30.csv,3,5.5
../DATA/processed/001pre_trial54.csv,4,5.498
../DATA/processed/020pre_trial11.csv,11,5.5
../DATA/processed/002pre_trial41.csv,7,5.494
../DATA/processed/021post_trial51.csv,11,5.5
../DATA/processed/019post_trial45.csv,11,5.494
../DATA/processed/003pre_trial21.csv,3,5.49
../DATA/processed/014post_trial21.csv,2,5.488
../DATA/processed/021pre_trial23.csv,10,5.496
../DATA/processed/003post_trial44.csv,3,5.488
../DATA/processed/001post_trial34.csv,3,5.494
../DATA/processed/020post_trial8.csv,5,5.488
../DATA/processed/004pre_trial56.csv,12,5.498
../DATA/processed/008pre_trial47.csv,16,5.5
../DATA/processed/002post_trial31.csv,5,5.492
../DATA/processed/002pre_trial30.csv,6,5.488
../DATA/processed/016pre_trial0.csv,3,5.5
../DATA/processed/016pre_trial38.csv,4,5.486
../DATA/processed/003post_trial29.csv,2,5.5
../DATA/processed/022pre_trial18.csv,14,5.488
../DATA/processed/016pre_trial5.csv,1,5.49
../DATA/processed/002post_trial18.csv,5,5.49
../DATA/processed/001pre_trial0.csv,4,5.49
../DATA/processed/014post_trial44.csv,9,5.498
../DATA/processed/007pre_trial19.csv,6,5.49
../DATA/processed/013post_trial22.csv,3,5.492
../DATA/processed/009pre_trial16.csv,4,5.49
../DATA/processed/019pre_trial1.csv,6,5.498
../DATA/processed/008pre_trial58.csv,15,5.494
../DATA/processed/020pre_trial20.csv,10,5.5
../DATA/processed/006pre_trial25.csv,4,5.494
../DATA/processed/025post_trial39.csv,13,5.49
../DATA/processed/025pre_trial0.csv,3,5.498
../DATA/processed/020pre_trial15.csv,12,5.486
../DATA/processed/022post_trial0.csv,8,5.5
../DATA/processed/013post_trial44.csv,4,5.5
../DATA/processed/012post_trial41.csv,7,5.498
../DATA/processed/009pre_trial34.csv,8,5.49
../DATA/processed/017pre_trial32.csv,2,5.488
../DATA/processed/013post_trial18.csv,1,5.496
../DATA/processed/002post_trial37.csv,5,5.488
../DATA/processed/022post_trial11.csv,6,5.492
../DATA/processed/015pre_trial37.csv,5,5.486
../DATA/processed/026post_trial33.csv,6,5.494
../DATA/processed/025post_trial36.csv,10,5.498
../DATA/processed/020pre_trial34.csv,10,5.492
../DATA/processed/025post_trial45.csv,14,5.5
../DATA/processed/017post_trial50.csv,2,5.498
../DATA/processed/012post_trial44.csv,6,5.486
../DATA/processed/004post_trial3.csv,6,5.498
../DATA/processed/025post_trial27.csv,17,5.496
../DATA/processed/013post_trial54.csv,5,5.496
../DATA/processed/015pre_trial52.csv,16,5.5
../DATA/processed/001pre_trial30.csv,8,5.488
../DATA/processed/017post_trial59.csv,1,5.49
../DATA/processed/014pre_trial49.csv,12,5.494
../DATA/processed/004pre_trial12.csv,4,5.498
../DATA/processed/006post_trial13.csv,9,5.496
../DATA/processed/013post_trial25.csv,5,5.498
../DATA/processed/022pre_trial56.csv,22,5.492
../DATA/processed/021pre_trial24.csv,5,5.5
../DATA/processed/009pre_trial55.csv,5,5.488
../DATA/processed/009post_trial53.csv,11,5.488
../DATA/processed/003pre_trial53.csv,5,5.488
../DATA/processed/021post_trial43.csv,6,5.5
../DATA/processed/006pre_trial15.csv,9,5.494
../DATA/processed/023pre_trial46.csv,10,5.494
../DATA/processed/025pre_trial33.csv,18,5.492
../DATA/processed/004pre_trial45.csv,10,5.494
../DATA/processed/001pre_trial23.csv,7,5.492
../DATA/processed/005post_trial41.csv,11,5.498
../DATA/processed/008pre_trial17.csv,7,5.5
../DATA/processed/001pre_trial59.csv,6,5.488
../DATA/processed/015pre_trial15.csv,6,5.496
../DATA/processed/014pre_trial41.csv,6,5.5
../DATA/processed/003post_trial22.csv,2,5.498
../DATA/processed/017pre_trial14.csv,3,5.49
../DATA/processed/007pre_trial35.csv,10,5.488
../DATA/processed/008post_trial46.csv,10,5.502
../DATA/processed/020post_trial9.csv,9,5.498
../DATA/processed/008pre_trial54.csv,10,5.498
../DATA/processed/004post_trial0.csv,3,5.498
../DATA/processed/007pre_trial47.csv,4,5.5
